Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Weapon Used,Case Closed,Risk
16847,5/12/2021,12/2/2021,18:30:00,Visakhapatnam,VEHICLE - STOLEN,68,M,Knife,Yes,Medium
16848,3/12/2021,12/2/2021,18:00:00,Bangalore,HOMICIDE,37,F,,Yes,High
16849,5/12/2021,12/3/2021,14:16:00,Agra,ILLEGAL POSSESSION,42,F,Knife,Yes,Medium
16850,4/12/2021,12/3/2021,23:19:00,Bangalore,FRAUD,57,M,Knife,Yes,Medium
16851,4/12/2021,12/3/2021,0:52:00,Bangalore,FRAUD,19,M,Blunt Object,Yes,Medium
16852,4/12/2021,12/3/2021,16:41:00,Chennai,SEXUAL ASSAULT,40,F,Poison,Yes,Medium
16853,5/12/2021,12/3/2021,5:14:00,Surat,IDENTITY THEFT,41,X,,No,Low
16854,3/12/2021,12/3/2021,19:51:00,Bangalore,FIREARM OFFENSE,63,X,Firearm,No,High
16855,3/12/2021,12/3/2021,12:18:00,Hyderabad,ILLEGAL POSSESSION,21,M,Other,No,Low
16856,6/12/2021,12/3/2021,23:37:00,Pune,IDENTITY THEFT,28,M,Knife,No,Medium
16857,5/12/2021,12/3/2021,2:52:00,Pune,COUNTERFEITING,66,M,Blunt Object,No,Low
16858,5/12/2021,12/3/2021,6:10:00,Hyderabad,ILLEGAL POSSESSION,72,X,Explosives,No,High
16859,5/12/2021,12/3/2021,20:59:00,Chennai,BURGLARY,58,F,Firearm,Yes,High
16860,5/12/2021,12/3/2021,21:21:00,Pune,DRUG OFFENSE,52,F,Explosives,Yes,High
16861,4/12/2021,12/3/2021,16:56:00,Jaipur,FIREARM OFFENSE,37,F,,No,Low
16862,5/12/2021,12/3/2021,15:11:00,Delhi,EXTORTION,73,X,Other,Yes,Medium
16863,6/12/2021,12/3/2021,17:02:00,Mumbai,SEXUAL ASSAULT,72,F,Knife,No,Medium
16864,5/12/2021,12/3/2021,3:07:00,Ahmedabad,TRAFFIC VIOLATION,19,X,Knife,No,Medium
16865,5/12/2021,12/3/2021,10:25:00,Delhi,KIDNAPPING,66,F,Other,Yes,High
16866,3/12/2021,12/3/2021,7:18:00,Mumbai,ROBBERY,43,F,Other,No,Low
16867,5/12/2021,12/3/2021,5:28:00,Kalyan,KIDNAPPING,29,M,Other,No,High
16868,6/12/2021,12/3/2021,3:44:00,Kolkata,KIDNAPPING,78,X,Firearm,No,High
16869,6/12/2021,12/3/2021,4:14:00,Nashik,ARSON,31,F,Blunt Object,No,Low
16870,5/12/2021,12/3/2021,15:30:00,Kolkata,CYBERCRIME,74,M,Poison,Yes,Medium
16871,4/12/2021,12/3/2021,13:35:00,Mumbai,ILLEGAL POSSESSION,26,X,Poison,No,Medium
16872,6/12/2021,12/3/2021,23:34:00,Mumbai,PUBLIC INTOXICATION,58,F,Knife,No,Medium
16873,4/12/2021,12/4/2021,0:25:00,Mumbai,EXTORTION,27,M,Poison,Yes,Medium
16874,4/12/2021,12/4/2021,20:57:00,Ghaziabad,ARSON,74,M,Other,Yes,Low
16875,6/12/2021,12/4/2021,19:14:00,Ahmedabad,KIDNAPPING,14,M,Blunt Object,Yes,High
16876,4/12/2021,12/4/2021,10:27:00,Delhi,ARSON,57,F,,Yes,Low
16877,5/12/2021,12/4/2021,16:09:00,Agra,ILLEGAL POSSESSION,26,X,Firearm,No,High
16878,5/12/2021,12/4/2021,19:56:00,Bangalore,CYBERCRIME,17,F,,No,Low
16879,7/12/2021,12/4/2021,22:30:00,Agra,KIDNAPPING,57,M,,No,High
16880,4/12/2021,12/4/2021,21:43:00,Delhi,VEHICLE - STOLEN,39,X,Firearm,No,High
16881,6/12/2021,12/4/2021,11:35:00,Ahmedabad,ARSON,23,F,Blunt Object,No,Low
16882,6/12/2021,12/4/2021,18:42:00,Ahmedabad,TRAFFIC VIOLATION,13,M,Knife,Yes,Medium
16883,5/12/2021,12/4/2021,7:20:00,Hyderabad,SEXUAL ASSAULT,29,F,Other,Yes,Low
16884,6/12/2021,12/4/2021,4:33:00,Ahmedabad,SHOPLIFTING,55,M,,No,Low
16885,4/12/2021,12/4/2021,13:16:00,Mumbai,CYBERCRIME,18,M,Other,No,Low
16886,5/12/2021,12/4/2021,21:21:00,Mumbai,KIDNAPPING,15,X,Poison,Yes,High
16887,6/12/2021,12/4/2021,1:56:00,Mumbai,SEXUAL ASSAULT,24,F,Poison,No,Medium
16888,5/12/2021,12/4/2021,19:33:00,Delhi,ROBBERY,48,X,Blunt Object,Yes,Low
16889,7/12/2021,12/4/2021,7:21:00,Lucknow,FRAUD,74,M,Poison,No,Medium
16890,7/12/2021,12/4/2021,13:06:00,Kolkata,DOMESTIC VIOLENCE,56,F,Explosives,No,High
16891,5/12/2021,12/4/2021,10:07:00,Delhi,ASSAULT,12,X,Other,No,High
16892,7/12/2021,12/4/2021,0:29:00,Pune,SHOPLIFTING,35,F,Poison,Yes,Medium
16893,6/12/2021,12/4/2021,19:04:00,Ahmedabad,SEXUAL ASSAULT,73,X,Explosives,Yes,High
16894,5/12/2021,12/4/2021,8:00:00,Kolkata,ASSAULT,40,F,Firearm,Yes,High
16895,6/12/2021,12/4/2021,19:42:00,Lucknow,ASSAULT,10,M,Blunt Object,No,High
16896,5/12/2021,12/4/2021,2:21:00,Lucknow,DRUG OFFENSE,57,M,Knife,No,Medium
16897,7/12/2021,12/5/2021,9:19:00,Delhi,BURGLARY,46,M,,Yes,Medium
16898,6/12/2021,12/5/2021,20:02:00,Mumbai,FIREARM OFFENSE,57,X,Explosives,No,High
16899,7/12/2021,12/5/2021,11:11:00,Bangalore,DOMESTIC VIOLENCE,64,F,Explosives,Yes,High
16900,7/12/2021,12/5/2021,5:30:00,Hyderabad,ROBBERY,66,F,Firearm,Yes,High
16901,7/12/2021,12/5/2021,20:21:00,Indore,ARSON,62,M,Other,Yes,Low
16902,7/12/2021,12/5/2021,7:07:00,Delhi,DRUG OFFENSE,58,X,Explosives,No,High
16903,7/12/2021,12/5/2021,23:26:00,Chennai,EXTORTION,21,F,Blunt Object,No,Medium
16904,5/12/2021,12/5/2021,10:35:00,Agra,PUBLIC INTOXICATION,34,F,Poison,Yes,Medium
16905,8/12/2021,12/5/2021,18:16:00,Hyderabad,BURGLARY,23,X,Explosives,Yes,High
16906,6/12/2021,12/5/2021,6:47:00,Chennai,KIDNAPPING,45,M,Firearm,Yes,High
16907,6/12/2021,12/5/2021,2:52:00,Bhopal,EXTORTION,48,F,Firearm,Yes,High
16908,7/12/2021,12/5/2021,8:59:00,Delhi,VANDALISM,28,M,Blunt Object,Yes,Low
16909,5/12/2021,12/5/2021,8:04:00,Thane,VEHICLE - STOLEN,72,F,Blunt Object,No,Low
16910,7/12/2021,12/5/2021,11:15:00,Mumbai,VEHICLE - STOLEN,45,X,Knife,No,Medium
16911,7/12/2021,12/5/2021,10:31:00,Delhi,ASSAULT,11,X,Poison,Yes,High
16912,6/12/2021,12/5/2021,21:26:00,Hyderabad,BURGLARY,59,F,Other,No,Medium
16913,8/12/2021,12/5/2021,1:48:00,Chennai,VEHICLE - STOLEN,73,X,Explosives,No,High
16914,8/12/2021,12/5/2021,3:24:00,Kolkata,BURGLARY,40,F,Poison,Yes,Medium
16915,8/12/2021,12/5/2021,13:44:00,Delhi,EXTORTION,35,F,Poison,No,Medium
16916,6/12/2021,12/5/2021,2:02:00,Kanpur,TRAFFIC VIOLATION,61,X,Poison,Yes,Medium
16917,8/12/2021,12/5/2021,21:48:00,Mumbai,SEXUAL ASSAULT,24,F,Explosives,Yes,High
16918,6/12/2021,12/5/2021,13:54:00,Kanpur,COUNTERFEITING,13,X,Firearm,No,High
16919,6/12/2021,12/5/2021,0:26:00,Bangalore,FIREARM OFFENSE,18,F,Poison,Yes,Medium
16920,8/12/2021,12/5/2021,19:19:00,Ludhiana,KIDNAPPING,50,X,Poison,Yes,High
16921,7/12/2021,12/6/2021,22:24:00,Mumbai,SEXUAL ASSAULT,79,X,Blunt Object,Yes,Low
16922,6/12/2021,12/6/2021,8:22:00,Bangalore,TRAFFIC VIOLATION,72,X,Firearm,No,High
16923,8/12/2021,12/6/2021,9:17:00,Hyderabad,DOMESTIC VIOLENCE,66,F,Other,Yes,Low
16924,8/12/2021,12/6/2021,4:10:00,Delhi,TRAFFIC VIOLATION,73,M,Blunt Object,No,Low
16925,6/12/2021,12/6/2021,5:08:00,Kolkata,DOMESTIC VIOLENCE,39,X,Other,Yes,Low
16926,8/12/2021,12/6/2021,1:45:00,Kolkata,FRAUD,43,X,Poison,No,Medium
16927,9/12/2021,12/6/2021,14:35:00,Mumbai,ASSAULT,22,M,Other,Yes,High
16928,9/12/2021,12/6/2021,7:12:00,Pune,TRAFFIC VIOLATION,42,F,Knife,No,Medium
16929,7/12/2021,12/6/2021,23:56:00,Patna,VANDALISM,73,X,,No,Low
16930,7/12/2021,12/6/2021,1:19:00,Srinagar,IDENTITY THEFT,60,F,Firearm,Yes,High
16931,9/12/2021,12/6/2021,3:53:00,Agra,FRAUD,54,F,Blunt Object,Yes,Medium
16932,8/12/2021,12/6/2021,16:48:00,Kolkata,SEXUAL ASSAULT,18,F,Other,No,Low
16933,8/12/2021,12/6/2021,6:21:00,Ahmedabad,SHOPLIFTING,37,X,Explosives,Yes,High
16934,6/12/2021,12/6/2021,19:28:00,Nagpur,EXTORTION,39,X,Poison,No,Medium
16935,7/12/2021,12/6/2021,10:06:00,Surat,DOMESTIC VIOLENCE,55,F,,Yes,Low
16936,9/12/2021,12/6/2021,22:04:00,Kolkata,DRUG OFFENSE,56,X,,Yes,Low
16937,9/12/2021,12/6/2021,21:33:00,Kolkata,DRUG OFFENSE,55,X,Poison,Yes,Medium
16938,7/12/2021,12/6/2021,7:48:00,Kalyan,ILLEGAL POSSESSION,15,X,Explosives,No,High
16939,8/12/2021,12/6/2021,18:26:00,Chennai,TRAFFIC VIOLATION,40,X,,No,Low
16940,7/12/2021,12/6/2021,2:02:00,Pune,PUBLIC INTOXICATION,68,F,Firearm,Yes,High
16941,7/12/2021,12/6/2021,19:48:00,Ludhiana,HOMICIDE,32,F,Other,No,High
16942,9/12/2021,12/6/2021,2:16:00,Delhi,CYBERCRIME,30,M,Knife,No,Medium
16943,9/12/2021,12/6/2021,16:23:00,Kolkata,CYBERCRIME,44,M,Blunt Object,Yes,Low
16944,7/12/2021,12/6/2021,0:16:00,Ludhiana,ARSON,72,F,Blunt Object,No,Low
16945,9/12/2021,12/7/2021,19:46:00,Indore,PUBLIC INTOXICATION,29,M,Firearm,No,High
16946,8/12/2021,12/7/2021,22:28:00,Delhi,BURGLARY,74,M,Blunt Object,No,Medium
16947,7/12/2021,12/7/2021,11:26:00,Visakhapatnam,SEXUAL ASSAULT,19,X,Firearm,No,High
16948,8/12/2021,12/7/2021,10:11:00,Delhi,COUNTERFEITING,71,X,,Yes,Low
16949,7/12/2021,12/7/2021,0:56:00,Ahmedabad,VANDALISM,30,M,,No,Low
16950,9/12/2021,12/7/2021,13:31:00,Kolkata,CYBERCRIME,32,X,Poison,No,Medium
16951,7/12/2021,12/7/2021,5:33:00,Kolkata,CYBERCRIME,21,M,Blunt Object,Yes,Low
16952,7/12/2021,12/7/2021,9:13:00,Ahmedabad,EXTORTION,38,M,Poison,Yes,Medium
16953,9/12/2021,12/7/2021,5:49:00,Delhi,ARSON,70,M,Poison,Yes,Medium
16954,7/12/2021,12/7/2021,3:11:00,Ghaziabad,COUNTERFEITING,56,F,Other,No,Low
16955,8/12/2021,12/7/2021,18:03:00,Ahmedabad,EXTORTION,32,M,Poison,Yes,Medium
16956,10/12/2021,12/7/2021,14:39:00,Delhi,COUNTERFEITING,70,X,Blunt Object,Yes,Low
16957,10/12/2021,12/7/2021,12:44:00,Bangalore,ROBBERY,19,M,Blunt Object,Yes,Low
16958,9/12/2021,12/7/2021,20:14:00,Delhi,IDENTITY THEFT,18,F,Blunt Object,No,Low
16959,8/12/2021,12/7/2021,6:40:00,Pune,CYBERCRIME,15,F,Explosives,No,High
16960,10/12/2021,12/7/2021,10:52:00,Surat,TRAFFIC VIOLATION,79,X,,Yes,Low
16961,10/12/2021,12/7/2021,23:17:00,Nagpur,TRAFFIC VIOLATION,73,F,Firearm,No,High
16962,10/12/2021,12/7/2021,17:18:00,Hyderabad,DOMESTIC VIOLENCE,47,M,Knife,Yes,Medium
16963,10/12/2021,12/7/2021,2:27:00,Nagpur,CYBERCRIME,54,X,Knife,Yes,Medium
16964,9/12/2021,12/7/2021,4:30:00,Delhi,TRAFFIC VIOLATION,37,F,Blunt Object,Yes,Low
16965,10/12/2021,12/7/2021,4:27:00,Chennai,COUNTERFEITING,38,F,Knife,No,Medium
16966,10/12/2021,12/7/2021,16:07:00,Pune,SEXUAL ASSAULT,20,M,,No,Low
16967,10/12/2021,12/7/2021,23:56:00,Chennai,ILLEGAL POSSESSION,54,F,Knife,No,Medium
16968,10/12/2021,12/7/2021,19:37:00,Kalyan,CYBERCRIME,16,M,Knife,Yes,Medium
16969,10/12/2021,12/8/2021,21:27:00,Kalyan,TRAFFIC VIOLATION,70,F,Blunt Object,No,Low
16970,10/12/2021,12/8/2021,13:12:00,Lucknow,KIDNAPPING,58,X,Firearm,No,High
16971,10/12/2021,12/8/2021,2:46:00,Bhopal,DRUG OFFENSE,29,M,,Yes,Low
16972,10/12/2021,12/8/2021,21:32:00,Chennai,KIDNAPPING,23,F,Poison,No,High
16973,9/12/2021,12/8/2021,21:13:00,Bangalore,EXTORTION,22,F,Explosives,No,High
16974,8/12/2021,12/8/2021,14:47:00,Mumbai,SHOPLIFTING,38,X,Knife,No,Medium
16975,9/12/2021,12/8/2021,16:45:00,Mumbai,DOMESTIC VIOLENCE,20,M,Knife,No,Medium
16976,8/12/2021,12/8/2021,18:10:00,Bangalore,DRUG OFFENSE,25,X,,Yes,Low
16977,9/12/2021,12/8/2021,8:19:00,Bangalore,FIREARM OFFENSE,62,F,Poison,No,Medium
16978,9/12/2021,12/8/2021,21:17:00,Delhi,TRAFFIC VIOLATION,35,X,Firearm,Yes,High
16979,11/12/2021,12/8/2021,12:23:00,Pune,ARSON,65,M,Knife,No,Medium
16980,10/12/2021,12/8/2021,10:47:00,Faridabad,DOMESTIC VIOLENCE,62,M,Firearm,No,High
16981,9/12/2021,12/8/2021,13:32:00,Nagpur,SHOPLIFTING,57,F,Other,Yes,Low
16982,8/12/2021,12/8/2021,12:48:00,Kolkata,BURGLARY,54,F,Firearm,No,High
16983,10/12/2021,12/8/2021,12:24:00,Chennai,KIDNAPPING,30,M,Other,No,High
16984,9/12/2021,12/8/2021,12:26:00,Mumbai,HOMICIDE,54,F,,No,High
16985,11/12/2021,12/8/2021,22:54:00,Jaipur,FRAUD,66,X,Explosives,No,High
16986,10/12/2021,12/8/2021,8:05:00,Delhi,IDENTITY THEFT,59,M,,Yes,Low
16987,11/12/2021,12/8/2021,0:01:00,Indore,SEXUAL ASSAULT,60,M,,Yes,Low
16988,9/12/2021,12/8/2021,3:07:00,Patna,SHOPLIFTING,63,X,Explosives,Yes,High
16989,10/12/2021,12/8/2021,16:55:00,Chennai,PUBLIC INTOXICATION,49,X,Knife,No,Medium
16990,10/12/2021,12/8/2021,0:26:00,Lucknow,COUNTERFEITING,58,F,Other,Yes,Low
16991,11/12/2021,12/8/2021,22:35:00,Mumbai,TRAFFIC VIOLATION,43,F,Explosives,No,High
16992,9/12/2021,12/8/2021,19:54:00,Delhi,CYBERCRIME,27,F,Explosives,Yes,High
16993,9/12/2021,12/9/2021,15:16:00,Kanpur,ILLEGAL POSSESSION,74,M,Other,No,Low
16994,10/12/2021,12/9/2021,6:05:00,Kanpur,COUNTERFEITING,22,X,Firearm,No,High
16995,11/12/2021,12/9/2021,7:41:00,Mumbai,DRUG OFFENSE,20,M,Explosives,Yes,High
16996,11/12/2021,12/9/2021,23:21:00,Visakhapatnam,CYBERCRIME,45,M,Blunt Object,No,Low
16997,10/12/2021,12/9/2021,18:10:00,Delhi,PUBLIC INTOXICATION,38,M,,No,Low
16998,12/12/2021,12/9/2021,9:07:00,Hyderabad,SEXUAL ASSAULT,36,X,Poison,Yes,Medium
16999,11/12/2021,12/9/2021,5:56:00,Bangalore,IDENTITY THEFT,17,M,Knife,No,Medium
17000,10/12/2021,12/9/2021,22:24:00,Kolkata,IDENTITY THEFT,66,M,Firearm,No,High
17001,9/12/2021,12/9/2021,19:07:00,Nagpur,FRAUD,17,X,Poison,No,Medium
17002,11/12/2021,12/9/2021,3:11:00,Lucknow,EXTORTION,55,M,Firearm,No,High
17003,11/12/2021,12/9/2021,6:40:00,Mumbai,ILLEGAL POSSESSION,24,X,Blunt Object,Yes,Low
17004,10/12/2021,12/9/2021,10:43:00,Ludhiana,SEXUAL ASSAULT,14,M,,No,Low
17005,12/12/2021,12/9/2021,10:15:00,Chennai,EXTORTION,62,M,,No,Medium
17006,10/12/2021,12/9/2021,6:52:00,Mumbai,IDENTITY THEFT,46,X,,Yes,Low
17007,10/12/2021,12/9/2021,16:15:00,Kanpur,PUBLIC INTOXICATION,68,X,Blunt Object,Yes,Low
17008,11/12/2021,12/9/2021,3:58:00,Jaipur,FRAUD,38,F,Knife,Yes,Medium
17009,9/12/2021,12/9/2021,16:39:00,Varanasi,ARSON,41,X,Blunt Object,No,Low
17010,12/12/2021,12/9/2021,16:32:00,Thane,ARSON,70,X,,No,Low
17011,10/12/2021,12/9/2021,18:04:00,Jaipur,BURGLARY,75,M,Blunt Object,Yes,Medium
17012,11/12/2021,12/9/2021,10:50:00,Mumbai,IDENTITY THEFT,25,F,Other,No,Low
17013,11/12/2021,12/9/2021,22:29:00,Ahmedabad,EXTORTION,73,M,Knife,Yes,Medium
17014,11/12/2021,12/9/2021,12:49:00,Delhi,SHOPLIFTING,23,F,Explosives,No,High
17015,11/12/2021,12/9/2021,19:03:00,Mumbai,DOMESTIC VIOLENCE,79,M,Blunt Object,Yes,Low
17016,10/12/2021,12/9/2021,3:41:00,Jaipur,VANDALISM,35,F,,Yes,Low
17017,11/12/2021,12/10/2021,0:18:00,Pune,SEXUAL ASSAULT,29,X,,Yes,Low
17018,13-12-2021,12/10/2021,1:25:00,Delhi,DRUG OFFENSE,25,M,Blunt Object,No,Low
17019,12/12/2021,12/10/2021,8:43:00,Kolkata,ILLEGAL POSSESSION,52,X,Other,Yes,Low
17020,12/12/2021,12/10/2021,18:00:00,Kalyan,SEXUAL ASSAULT,61,F,Knife,No,Medium
17021,10/12/2021,12/10/2021,19:44:00,Srinagar,HOMICIDE,75,F,Firearm,No,High
17022,11/12/2021,12/10/2021,5:46:00,Kolkata,COUNTERFEITING,16,X,Poison,Yes,Medium
17023,10/12/2021,12/10/2021,14:09:00,Bangalore,SEXUAL ASSAULT,30,X,Other,No,Low
17024,12/12/2021,12/10/2021,16:53:00,Ahmedabad,SEXUAL ASSAULT,20,F,Other,No,Low
17025,12/12/2021,12/10/2021,12:03:00,Chennai,ASSAULT,58,F,Other,No,High
17026,11/12/2021,12/10/2021,23:04:00,Jaipur,COUNTERFEITING,57,F,Other,Yes,Low
17027,10/12/2021,12/10/2021,3:26:00,Delhi,KIDNAPPING,50,M,Explosives,No,High
17028,11/12/2021,12/10/2021,1:13:00,Mumbai,TRAFFIC VIOLATION,31,X,Blunt Object,No,Low
17029,13-12-2021,12/10/2021,7:30:00,Patna,ILLEGAL POSSESSION,47,M,Knife,Yes,Medium
17030,11/12/2021,12/10/2021,16:08:00,Chennai,VEHICLE - STOLEN,35,X,Blunt Object,No,Low
17031,12/12/2021,12/10/2021,7:36:00,Bangalore,FIREARM OFFENSE,11,F,Poison,No,Medium
17032,10/12/2021,12/10/2021,13:09:00,Thane,IDENTITY THEFT,73,M,Poison,Yes,Medium
17033,11/12/2021,12/10/2021,6:30:00,Srinagar,TRAFFIC VIOLATION,69,X,,No,Low
17034,11/12/2021,12/10/2021,20:22:00,Delhi,HOMICIDE,27,M,Poison,No,High
17035,11/12/2021,12/10/2021,23:54:00,Delhi,KIDNAPPING,65,X,Other,No,High
17036,12/12/2021,12/10/2021,23:50:00,Faridabad,DOMESTIC VIOLENCE,17,M,Blunt Object,No,Low
17037,12/12/2021,12/10/2021,18:19:00,Bangalore,DRUG OFFENSE,70,X,Knife,Yes,Medium
17038,12/12/2021,12/10/2021,7:35:00,Bangalore,VEHICLE - STOLEN,56,F,,No,Low
17039,12/12/2021,12/10/2021,19:52:00,Kolkata,VEHICLE - STOLEN,65,M,Poison,Yes,Medium
17040,13-12-2021,12/10/2021,3:32:00,Kolkata,FRAUD,55,M,Blunt Object,No,Medium
17041,13-12-2021,12/11/2021,10:41:00,Mumbai,HOMICIDE,36,X,,No,High
17042,14-12-2021,12/11/2021,0:30:00,Hyderabad,FIREARM OFFENSE,76,M,Firearm,No,High
17043,12/12/2021,12/11/2021,18:20:00,Kolkata,SHOPLIFTING,26,M,Firearm,Yes,High
17044,11/12/2021,12/11/2021,4:01:00,Pune,ARSON,15,M,Knife,No,Medium
17045,11/12/2021,12/11/2021,16:30:00,Bangalore,COUNTERFEITING,10,X,Explosives,Yes,High
17046,11/12/2021,12/11/2021,18:34:00,Delhi,SHOPLIFTING,63,X,Explosives,Yes,High
17047,13-12-2021,12/11/2021,2:12:00,Kolkata,TRAFFIC VIOLATION,32,X,,No,Low
17048,11/12/2021,12/11/2021,10:27:00,Bangalore,FRAUD,44,X,Other,Yes,Medium
17049,13-12-2021,12/11/2021,21:19:00,Kanpur,VEHICLE - STOLEN,54,X,Knife,Yes,Medium
17050,14-12-2021,12/11/2021,10:27:00,Lucknow,PUBLIC INTOXICATION,13,F,Knife,Yes,Medium
17051,11/12/2021,12/11/2021,11:53:00,Ghaziabad,PUBLIC INTOXICATION,30,X,Other,Yes,Low
17052,13-12-2021,12/11/2021,1:33:00,Hyderabad,DRUG OFFENSE,76,X,Other,No,Low
17053,12/12/2021,12/11/2021,10:59:00,Indore,ILLEGAL POSSESSION,60,X,Blunt Object,Yes,Low
17054,11/12/2021,12/11/2021,19:16:00,Mumbai,VANDALISM,51,M,Knife,No,Medium
17055,12/12/2021,12/11/2021,2:08:00,Bangalore,TRAFFIC VIOLATION,15,X,Explosives,Yes,High
17056,13-12-2021,12/11/2021,12:59:00,Bhopal,COUNTERFEITING,32,F,Blunt Object,No,Low
17057,14-12-2021,12/11/2021,9:03:00,Bangalore,DOMESTIC VIOLENCE,38,X,Firearm,Yes,High
17058,13-12-2021,12/11/2021,18:13:00,Delhi,DRUG OFFENSE,57,M,Explosives,Yes,High
17059,12/12/2021,12/11/2021,0:27:00,Pune,SEXUAL ASSAULT,73,X,Blunt Object,No,Low
17060,12/12/2021,12/11/2021,8:46:00,Kalyan,SHOPLIFTING,36,F,Poison,Yes,Medium
17061,14-12-2021,12/11/2021,22:16:00,Bhopal,SEXUAL ASSAULT,60,X,Blunt Object,Yes,Low
17062,13-12-2021,12/11/2021,19:01:00,Vasai,BURGLARY,63,F,Other,No,Medium
17063,14-12-2021,12/11/2021,3:19:00,Bangalore,FRAUD,19,M,Poison,No,Medium
17064,12/12/2021,12/11/2021,19:39:00,Delhi,DOMESTIC VIOLENCE,72,X,Poison,No,Medium
17065,12/12/2021,12/12/2021,1:38:00,Lucknow,ASSAULT,20,X,,No,High
17066,12/12/2021,12/12/2021,16:08:00,Delhi,COUNTERFEITING,36,F,Knife,Yes,Medium
17067,12/12/2021,12/12/2021,14:20:00,Ahmedabad,DOMESTIC VIOLENCE,49,F,Knife,Yes,Medium
17068,14-12-2021,12/12/2021,5:51:00,Nashik,SEXUAL ASSAULT,62,M,Poison,Yes,Medium
17069,13-12-2021,12/12/2021,13:50:00,Jaipur,COUNTERFEITING,48,M,Poison,No,Medium
17070,13-12-2021,12/12/2021,6:37:00,Jaipur,FIREARM OFFENSE,73,F,Firearm,Yes,High
17071,14-12-2021,12/12/2021,18:57:00,Hyderabad,SHOPLIFTING,56,F,Blunt Object,Yes,Low
17072,14-12-2021,12/12/2021,10:17:00,Hyderabad,SEXUAL ASSAULT,32,X,Firearm,No,High
17073,13-12-2021,12/12/2021,11:10:00,Pune,FIREARM OFFENSE,64,F,Poison,Yes,Medium
17074,12/12/2021,12/12/2021,20:45:00,Kolkata,PUBLIC INTOXICATION,79,F,Explosives,Yes,High
17075,14-12-2021,12/12/2021,8:41:00,Nashik,TRAFFIC VIOLATION,71,F,Other,Yes,Low
17076,13-12-2021,12/12/2021,13:58:00,Delhi,DRUG OFFENSE,54,X,Explosives,Yes,High
17077,14-12-2021,12/12/2021,18:04:00,Lucknow,ROBBERY,33,M,Blunt Object,Yes,Low
17078,13-12-2021,12/12/2021,19:50:00,Varanasi,ASSAULT,32,M,Firearm,Yes,High
17079,14-12-2021,12/12/2021,20:02:00,Delhi,VANDALISM,35,X,Blunt Object,No,Low
17080,14-12-2021,12/12/2021,18:16:00,Chennai,KIDNAPPING,43,X,Other,No,High
17081,14-12-2021,12/12/2021,22:25:00,Visakhapatnam,ARSON,37,F,Knife,No,Medium
17082,15-12-2021,12/12/2021,12:55:00,Ahmedabad,ARSON,16,M,Knife,No,Medium
17083,13-12-2021,12/12/2021,8:38:00,Agra,SEXUAL ASSAULT,77,F,Explosives,No,High
17084,12/12/2021,12/12/2021,1:08:00,Mumbai,ARSON,11,F,Knife,Yes,Medium
17085,15-12-2021,12/12/2021,1:32:00,Surat,DOMESTIC VIOLENCE,16,F,Poison,Yes,Medium
17086,15-12-2021,12/12/2021,6:25:00,Chennai,ASSAULT,37,X,Other,Yes,High
17087,15-12-2021,12/12/2021,5:47:00,Meerut,DRUG OFFENSE,53,X,Other,Yes,Low
17088,14-12-2021,12/12/2021,11:55:00,Bhopal,VANDALISM,68,F,Blunt Object,No,Low
17089,14-12-2021,12/13/2021 0:00,23:57:00,Surat,BURGLARY,59,X,Knife,Yes,Medium
17090,13-12-2021,12/13/2021 1:00,19:51:00,Surat,IDENTITY THEFT,40,X,Explosives,No,High
17091,15-12-2021,12/13/2021 2:00,7:55:00,Delhi,IDENTITY THEFT,21,M,Poison,Yes,Medium
17092,15-12-2021,12/13/2021 3:00,11:34:00,Mumbai,FIREARM OFFENSE,42,X,Other,No,Low
17093,13-12-2021,12/13/2021 4:00,5:46:00,Mumbai,SEXUAL ASSAULT,29,M,Firearm,Yes,High
17094,15-12-2021,12/13/2021 5:00,5:26:00,Delhi,COUNTERFEITING,76,X,Explosives,No,High
17095,14-12-2021,12/13/2021 6:00,9:48:00,Jaipur,HOMICIDE,20,M,Blunt Object,Yes,High
17096,15-12-2021,12/13/2021 7:00,11:30:00,Hyderabad,VANDALISM,50,F,Explosives,No,High
17097,14-12-2021,12/13/2021 8:00,6:23:00,Hyderabad,ASSAULT,73,M,Firearm,Yes,High
17098,15-12-2021,12/13/2021 9:00,5:58:00,Bangalore,COUNTERFEITING,16,M,Poison,No,Medium
17099,13-12-2021,12/13/2021 10:00,11:31:00,Ahmedabad,FIREARM OFFENSE,32,X,Firearm,Yes,High
17100,14-12-2021,12/13/2021 11:00,11:57:00,Nagpur,DRUG OFFENSE,44,X,Blunt Object,Yes,Low
17101,15-12-2021,12/13/2021 12:00,5:46:00,Bangalore,FRAUD,74,X,Poison,No,Medium
17102,14-12-2021,12/13/2021 13:00,5:48:00,Varanasi,CYBERCRIME,56,X,Knife,No,Medium
17103,15-12-2021,12/13/2021 14:00,1:10:00,Kolkata,BURGLARY,59,M,Blunt Object,Yes,Medium
17104,14-12-2021,12/13/2021 15:00,3:54:00,Kolkata,PUBLIC INTOXICATION,19,X,Other,Yes,Low
17105,15-12-2021,12/13/2021 16:00,11:55:00,Hyderabad,ASSAULT,67,F,Explosives,Yes,High
17106,16-12-2021,12/13/2021 17:00,8:48:00,Chennai,ASSAULT,29,X,Poison,Yes,High
